texmf-dist/tex/latex/codedescribe/codedescribe.sty:1381:9:1381:64: t422 using a variable of an incompatible type
texmf-dist/tex/latex/codedescribe/codedescribe.sty:1:1:1:1: w100 no standard delimiters
texmf-dist/tex/latex/codedescribe/codedescribe.sty:2882:39:2882:39: s204 missing stylistic whitespaces
texmf-dist/tex/latex/codedescribe/codedescribe.sty:2882:40:2882:40: s204 missing stylistic whitespaces
texmf-dist/tex/latex/codedescribe/codedescribe.sty:2882:45:2882:45: s204 missing stylistic whitespaces
texmf-dist/tex/latex/codedescribe/codedescribe.sty:2884:1:2884:99: s103 line too long
texmf-dist/tex/latex/codedescribe/codedescribe.sty:2884:51:2884:51: s204 missing stylistic whitespaces
texmf-dist/tex/latex/codedescribe/codedescribe.sty:2884:65:2884:65: s204 missing stylistic whitespaces
texmf-dist/tex/latex/codedescribe/codedescribe.sty:2884:68:2884:68: s204 missing stylistic whitespaces
texmf-dist/tex/latex/codedescribe/codedescribe.sty:2884:78:2884:78: s204 missing stylistic whitespaces
texmf-dist/tex/latex/codedescribe/codedescribe.sty:2884:79:2884:79: s204 missing stylistic whitespaces
texmf-dist/tex/latex/codedescribe/codedescribe.sty:2884:80:2884:80: s204 missing stylistic whitespaces
texmf-dist/tex/latex/codedescribe/codedescribe.sty:2884:89:2884:89: s204 missing stylistic whitespaces
texmf-dist/tex/latex/codedescribe/codedescribe.sty:2884:90:2884:90: s204 missing stylistic whitespaces
texmf-dist/tex/latex/codedescribe/codedescribe.sty:2884:91:2884:91: s204 missing stylistic whitespaces
texmf-dist/tex/latex/codedescribe/codedescribe.sty:2884:99:2884:99: s204 missing stylistic whitespaces
texmf-dist/tex/latex/codedescribe/codedescribe.sty:2885:12:2885:12: s204 missing stylistic whitespaces
texmf-dist/tex/latex/codedescribe/codedescribe.sty:2885:20:2885:20: s204 missing stylistic whitespaces
texmf-dist/tex/latex/codedescribe/codedescribe.sty:2885:21:2885:21: s204 missing stylistic whitespaces
texmf-dist/tex/latex/codedescribe/codedescribe.sty:2888:10:2888:10: s204 missing stylistic whitespaces
texmf-dist/tex/latex/codedescribe/codedescribe.sty:2888:18:2888:18: s204 missing stylistic whitespaces
texmf-dist/tex/latex/codedescribe/codedescribe.sty:2910:1:2919:3: w429 defined an unexpandable function as unprotected
texmf-dist/tex/latex/codedescribe/codedescribe.sty:2921:1:2964:3: w429 defined an unexpandable function as unprotected
texmf-dist/tex/latex/codedescribe/codedescribe.sty:2927:1:2927:97: s103 line too long
texmf-dist/tex/latex/codedescribe/codedescribe.sty:2942:1:2942:119: s103 line too long
texmf-dist/tex/latex/codedescribe/codedescribe.sty:2947:1:2947:94: s103 line too long
texmf-dist/tex/latex/codedescribe/codedescribe.sty:2953:1:2953:102: s103 line too long
texmf-dist/tex/latex/codedescribe/codedescribe.sty:2968:5:2969:23: w426 incorrect number of arguments supplied to message
texmf-dist/tex/latex/codedescribe/codedescribe.sty:2968:49:2968:49: s204 missing stylistic whitespaces
texmf-dist/tex/latex/codedescribe/codedescribe.sty:2968:60:2968:60: s204 missing stylistic whitespaces
texmf-dist/tex/latex/codedescribe/codedescribe.sty:2969:8:2969:8: s204 missing stylistic whitespaces
texmf-dist/tex/latex/codedescribe/codedescribe.sty:2969:16:2969:16: s204 missing stylistic whitespaces
texmf-dist/tex/latex/codedescribe/codedescribe.sty:2969:17:2969:17: s204 missing stylistic whitespaces
texmf-dist/tex/latex/codedescribe/codedescribe.sty:2969:18:2969:18: s204 missing stylistic whitespaces
texmf-dist/tex/latex/codedescribe/codedescribe.sty:2969:19:2969:19: s204 missing stylistic whitespaces
texmf-dist/tex/latex/codedescribe/codedescribe.sty:2969:20:2969:20: s204 missing stylistic whitespaces
texmf-dist/tex/latex/codedescribe/codedescribe.sty:2976:44:2976:44: s204 missing stylistic whitespaces
texmf-dist/tex/latex/codedescribe/codedescribe.sty:2976:45:2976:45: s204 missing stylistic whitespaces
texmf-dist/tex/latex/codedescribe/codedescribe.sty:2981:1:2981:131: s103 line too long
texmf-dist/tex/latex/codedescribe/codedescribe.sty:2984:50:2984:50: s204 missing stylistic whitespaces
texmf-dist/tex/latex/codedescribe/codedescribe.sty:2984:51:2984:51: s204 missing stylistic whitespaces
texmf-dist/tex/latex/codedescribe/codedescribe.sty:2988:1:2988:134: s103 line too long
texmf-dist/tex/latex/codedescribe/codedescribe.sty:2991:51:2991:51: s204 missing stylistic whitespaces
texmf-dist/tex/latex/codedescribe/codedescribe.sty:2991:52:2991:52: s204 missing stylistic whitespaces
texmf-dist/tex/latex/codedescribe/codedescribe.sty:3003:1:3003:125: s103 line too long
texmf-dist/tex/latex/codedescribe/codedescribe.sty:3009:1:3009:94: s103 line too long
texmf-dist/tex/latex/codedescribe/codedescribe.sty:3009:53:3009:71: s204 missing stylistic whitespaces
texmf-dist/tex/latex/codedescribe/codedescribe.sty:3009:94:3009:94: s204 missing stylistic whitespaces
texmf-dist/tex/latex/codedescribe/codedescribe.sty:3069:48:3069:48: s204 missing stylistic whitespaces
texmf-dist/tex/latex/codedescribe/codedescribe.sty:3073:9:3073:9: s204 missing stylistic whitespaces
texmf-dist/tex/latex/codedescribe/codedescribe.sty:3073:15:3073:15: s204 missing stylistic whitespaces
texmf-dist/tex/latex/codedescribe/codedescribe.sty:3073:16:3073:16: s204 missing stylistic whitespaces
texmf-dist/tex/latex/codedescribe/codedescribe.sty:3074:38:3074:38: s204 missing stylistic whitespaces
texmf-dist/tex/latex/codedescribe/codedescribe.sty:3078:11:3078:11: s204 missing stylistic whitespaces
texmf-dist/tex/latex/codedescribe/codedescribe.sty:3078:18:3078:18: s204 missing stylistic whitespaces
texmf-dist/tex/latex/codedescribe/codedescribe.sty:3078:19:3078:19: s204 missing stylistic whitespaces
texmf-dist/tex/latex/codedescribe/codedescribe.sty:3078:22:3078:22: s204 missing stylistic whitespaces
texmf-dist/tex/latex/codedescribe/codedescribe.sty:3078:23:3078:23: s204 missing stylistic whitespaces
texmf-dist/tex/latex/codedescribe/codedescribe.sty:3078:24:3078:24: s204 missing stylistic whitespaces
texmf-dist/tex/latex/codedescribe/codedescribe.sty:3078:25:3078:25: s204 missing stylistic whitespaces
texmf-dist/tex/latex/codedescribe/codedescribe.sty:3080:9:3080:9: s204 missing stylistic whitespaces
texmf-dist/tex/latex/codedescribe/codedescribe.sty:3080:16:3080:16: s204 missing stylistic whitespaces
texmf-dist/tex/latex/codedescribe/codedescribe.sty:3080:22:3080:22: s204 missing stylistic whitespaces
texmf-dist/tex/latex/codedescribe/codedescribe.sty:3082:35:3082:35: s204 missing stylistic whitespaces
texmf-dist/tex/latex/codedescribe/codedescribe.sty:3082:36:3082:36: s204 missing stylistic whitespaces
texmf-dist/tex/latex/codedescribe/codedescribe.sty:3083:7:3083:7: s204 missing stylistic whitespaces
texmf-dist/tex/latex/codedescribe/codedescribe.sty:3083:13:3083:13: s204 missing stylistic whitespaces
texmf-dist/tex/latex/codedescribe/codedescribe.sty:3083:14:3083:14: s204 missing stylistic whitespaces
texmf-dist/tex/latex/codedescribe/codedescribe.sty:3092:36:3092:50: s204 missing stylistic whitespaces
texmf-dist/tex/latex/codedescribe/codedescribe.sty:3092:51:3092:51: s204 missing stylistic whitespaces
texmf-dist/tex/latex/codedescribe/codedescribe.sty:3111:66:3111:66: s204 missing stylistic whitespaces
texmf-dist/tex/latex/codedescribe/codedescribe.sty:3120:21:3120:42: s204 missing stylistic whitespaces
texmf-dist/tex/latex/codedescribe/codedescribe.sty:3120:43:3120:43: s204 missing stylistic whitespaces
texmf-dist/tex/latex/codedescribe/codedescribe.sty:3120:44:3120:44: s204 missing stylistic whitespaces
texmf-dist/tex/latex/codedescribe/codedescribe.sty:3120:45:3120:45: s204 missing stylistic whitespaces
texmf-dist/tex/latex/codedescribe/codedescribe.sty:3120:46:3120:46: s204 missing stylistic whitespaces
texmf-dist/tex/latex/codedescribe/codedescribe.sty:3120:48:3120:48: s204 missing stylistic whitespaces
texmf-dist/tex/latex/codedescribe/codedescribe.sty:3120:49:3120:49: s204 missing stylistic whitespaces
texmf-dist/tex/latex/codedescribe/codedescribe.sty:3124:37:3124:37: s204 missing stylistic whitespaces
texmf-dist/tex/latex/codedescribe/codedescribe.sty:3127:31:3127:31: s204 missing stylistic whitespaces
texmf-dist/tex/latex/codedescribe/codedescribe.sty:3127:32:3127:32: s204 missing stylistic whitespaces
texmf-dist/tex/latex/codedescribe/codedescribe.sty:3129:19:3129:19: s204 missing stylistic whitespaces
texmf-dist/tex/latex/codedescribe/codedescribe.sty:3129:35:3129:35: s204 missing stylistic whitespaces
texmf-dist/tex/latex/codedescribe/codedescribe.sty:3129:36:3129:36: s204 missing stylistic whitespaces
texmf-dist/tex/latex/codedescribe/codedescribe.sty:3134:49:3134:49: s204 missing stylistic whitespaces
texmf-dist/tex/latex/codedescribe/codedescribe.sty:3135:76:3135:76: s204 missing stylistic whitespaces
texmf-dist/tex/latex/codedescribe/codedescribe.sty:3137:23:3137:23: s204 missing stylistic whitespaces
texmf-dist/tex/latex/codedescribe/codedescribe.sty:3137:24:3137:24: s204 missing stylistic whitespaces
texmf-dist/tex/latex/codedescribe/codedescribe.sty:3138:58:3138:58: s204 missing stylistic whitespaces
texmf-dist/tex/latex/codedescribe/codedescribe.sty:3138:62:3138:62: s204 missing stylistic whitespaces
texmf-dist/tex/latex/codedescribe/codedescribe.sty:3143:21:3143:43: s204 missing stylistic whitespaces
texmf-dist/tex/latex/codedescribe/codedescribe.sty:3143:44:3143:44: s204 missing stylistic whitespaces
texmf-dist/tex/latex/codedescribe/codedescribe.sty:3150:21:3150:21: s204 missing stylistic whitespaces
texmf-dist/tex/latex/codedescribe/codedescribe.sty:3150:26:3150:26: s204 missing stylistic whitespaces
texmf-dist/tex/latex/codedescribe/codedescribe.sty:3157:25:3157:25: s204 missing stylistic whitespaces
texmf-dist/tex/latex/codedescribe/codedescribe.sty:3157:35:3157:35: s204 missing stylistic whitespaces
texmf-dist/tex/latex/codedescribe/codedescribe.sty:3157:36:3157:36: s204 missing stylistic whitespaces
texmf-dist/tex/latex/codedescribe/codedescribe.sty:3160:16:3160:16: s204 missing stylistic whitespaces
texmf-dist/tex/latex/codedescribe/codedescribe.sty:3160:31:3160:31: s204 missing stylistic whitespaces
texmf-dist/tex/latex/codedescribe/codedescribe.sty:3163:14:3163:14: s204 missing stylistic whitespaces
texmf-dist/tex/latex/codedescribe/codedescribe.sty:3163:20:3163:20: s204 missing stylistic whitespaces
texmf-dist/tex/latex/codedescribe/codedescribe.sty:3163:21:3163:21: s204 missing stylistic whitespaces
texmf-dist/tex/latex/codedescribe/codedescribe.sty:3164:40:3164:40: s204 missing stylistic whitespaces
texmf-dist/tex/latex/codedescribe/codedescribe.sty:3164:45:3164:45: s204 missing stylistic whitespaces
texmf-dist/tex/latex/codedescribe/codedescribe.sty:3164:59:3164:59: s204 missing stylistic whitespaces
texmf-dist/tex/latex/codedescribe/codedescribe.sty:3165:12:3165:12: s204 missing stylistic whitespaces
texmf-dist/tex/latex/codedescribe/codedescribe.sty:3165:18:3165:18: s204 missing stylistic whitespaces
texmf-dist/tex/latex/codedescribe/codedescribe.sty:3165:19:3165:19: s204 missing stylistic whitespaces
