texmf-dist/tex/latex/nwejm/nwejmart.cls:465:37:465:37: e300 unexpected function call argument
texmf-dist/tex/latex/nwejm/nwejmart.cls:467:59:467:59: e300 unexpected function call argument
texmf-dist/tex/latex/nwejm/nwejmart.cls:24:1:24:13: w101 unexpected delimiters
texmf-dist/tex/latex/nwejm/nwejmart.cls:683:29:683:29: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:683:30:683:30: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:684:26:684:26: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:684:47:684:47: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:685:25:685:25: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:685:65:685:65: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:687:27:687:27: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:688:26:688:26: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:688:47:688:47: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:688:53:688:53: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:688:54:688:54: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:688:55:688:55: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:688:59:688:59: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:688:65:688:65: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:688:66:688:66: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:689:26:689:26: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:689:47:689:47: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:689:53:689:53: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:689:54:689:54: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:689:55:689:55: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:689:64:689:64: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:689:70:689:70: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:689:71:689:71: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:690:26:690:26: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:690:47:690:47: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:690:56:690:56: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:690:57:690:57: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:690:58:690:58: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:690:62:690:62: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:690:68:690:68: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:690:69:690:69: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:691:26:691:26: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:691:47:691:47: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:691:56:691:56: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:691:57:691:57: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:691:58:691:58: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:691:66:691:66: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:691:72:691:72: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:691:73:691:73: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:692:26:692:26: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:692:43:692:43: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:692:47:692:47: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:692:48:692:48: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:692:49:692:49: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:692:60:692:60: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:692:66:692:66: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:692:67:692:67: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:693:25:693:25: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:693:55:693:55: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:693:56:693:56: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:694:29:694:29: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:694:60:694:60: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:694:74:694:74: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:694:75:694:75: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:695:62:695:62: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:695:63:695:63: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:701:19:701:19: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:703:7:703:7: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:703:8:703:8: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:703:60:703:60: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:703:61:703:61: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:714:32:714:32: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:728:18:728:18: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:729:24:729:24: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:730:28:730:28: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:730:34:730:34: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:730:35:730:35: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:732:6:732:6: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:732:7:732:7: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:733:24:733:24: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:734:28:734:28: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:734:34:734:34: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:734:35:734:35: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:734:36:734:36: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:738:13:738:13: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:738:21:738:21: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:738:22:738:22: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:738:23:738:23: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:738:27:738:27: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:738:28:738:28: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:738:35:738:35: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:738:36:738:36: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:738:37:738:37: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:738:41:738:41: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:738:42:738:42: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:738:50:738:50: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:738:51:738:51: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:739:13:739:13: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:739:19:739:19: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:739:20:739:20: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:739:21:739:21: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:739:27:739:27: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:739:28:739:28: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:739:29:739:29: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:739:36:739:36: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:739:37:739:37: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:740:13:740:13: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:740:18:740:18: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:740:19:740:19: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:740:20:740:20: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:740:25:740:25: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:740:26:740:26: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:740:27:740:27: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:740:33:740:33: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:740:34:740:34: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:741:13:741:13: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:741:17:741:17: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:741:18:741:18: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:741:19:741:19: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:741:23:741:23: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:741:24:741:24: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:741:25:741:25: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:741:30:741:30: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:741:31:741:31: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:742:13:742:13: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:742:17:742:17: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:742:18:742:18: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:742:19:742:19: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:742:25:742:25: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:742:26:742:26: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:742:27:742:27: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:742:34:742:34: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:742:35:742:35: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:743:13:743:13: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:743:20:743:20: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:743:21:743:21: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:743:22:743:22: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:743:30:743:30: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:743:31:743:31: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:743:32:743:32: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:743:41:743:41: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:743:42:743:42: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:744:13:744:13: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:744:20:744:20: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:744:21:744:21: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:744:22:744:22: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:744:29:744:29: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:744:30:744:30: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:744:31:744:31: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:744:39:744:39: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:744:40:744:40: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:745:13:745:13: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:745:21:745:21: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:745:22:745:22: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:745:23:745:23: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:745:29:745:29: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:745:30:745:30: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:745:31:745:31: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:745:38:745:38: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:745:39:745:39: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:746:13:746:13: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:746:18:746:18: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:746:19:746:19: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:746:20:746:20: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:746:25:746:25: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:746:26:746:26: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:746:27:746:27: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:746:33:746:33: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:746:34:746:34: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:747:13:747:13: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:747:21:747:21: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:747:22:747:22: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:747:23:747:23: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:747:27:747:27: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:747:28:747:28: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:747:29:747:29: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:747:34:747:34: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:747:35:747:35: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:748:13:748:13: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:748:20:748:20: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:748:21:748:21: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:748:22:748:22: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:748:34:748:34: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:748:35:748:35: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:748:36:748:36: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:748:49:748:49: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:748:50:748:50: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:749:13:749:13: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:749:18:749:18: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:749:19:749:19: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:749:20:749:20: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:749:25:749:25: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:749:26:749:26: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:749:27:749:27: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:749:33:749:33: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:749:34:749:34: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:750:13:750:13: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:750:22:750:22: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:750:23:750:23: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:750:24:750:24: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:750:34:750:34: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:750:35:750:35: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:750:36:750:36: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:750:47:750:47: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:750:48:750:48: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:751:13:751:13: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:751:24:751:24: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:751:25:751:25: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:751:26:751:26: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:751:37:751:37: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:751:38:751:38: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:751:39:751:39: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:751:51:751:51: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:751:52:751:52: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:752:13:752:13: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:752:23:752:23: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:752:24:752:24: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:752:25:752:25: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:752:37:752:37: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:752:38:752:38: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:752:39:752:39: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:752:52:752:52: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:752:53:752:53: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:753:13:753:13: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:753:19:753:19: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:753:20:753:20: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:753:21:753:21: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:753:31:753:31: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:753:32:753:32: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:753:33:753:33: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:753:44:753:44: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:753:45:753:45: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:754:13:754:13: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nwejm/nwejmart.cls:754:20:754:20: s204 missing stylistic whitespaces
