texmf-dist/tex/latex/panda/BusyPanda.sty:29:19:29:39: s412 malformed function name
texmf-dist/tex/latex/panda/BusyPanda.sty:861:55:861:55: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:862:10:862:10: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:862:45:862:45: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:862:46:862:46: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:862:47:862:47: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:862:54:862:54: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:863:10:863:10: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:863:30:863:30: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:863:31:863:31: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:863:32:863:32: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:863:39:863:39: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:864:10:864:10: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:864:36:864:36: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:864:37:864:37: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:864:38:864:38: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:864:45:864:45: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:865:10:865:10: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:865:32:865:32: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:865:33:865:33: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:865:34:865:34: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:865:41:865:41: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:866:10:866:10: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:866:31:866:31: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:866:32:866:32: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:866:33:866:33: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:866:40:866:40: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:867:10:867:10: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:867:49:867:49: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:867:50:867:50: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:867:51:867:51: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:867:58:867:58: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:868:10:868:10: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:868:41:868:41: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:868:42:868:42: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:868:43:868:43: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:868:50:868:50: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:869:10:869:10: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:869:32:869:32: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:869:33:869:33: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:869:34:869:34: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:869:41:869:41: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:870:10:870:10: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:870:39:870:39: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:870:40:870:40: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:870:41:870:41: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:870:48:870:48: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:871:10:871:10: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:871:56:871:56: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:871:57:871:57: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:871:58:871:58: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:871:65:871:65: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:872:10:872:10: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:872:42:872:42: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:872:43:872:43: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:872:44:872:44: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:872:51:872:51: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:873:10:873:10: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:873:34:873:34: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:873:35:873:35: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:873:36:873:36: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:873:43:873:43: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:874:10:874:10: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:874:35:874:35: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:874:36:874:36: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:874:37:874:37: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:874:44:874:44: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:875:10:875:10: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:875:27:875:27: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:875:28:875:28: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:875:29:875:29: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:875:36:875:36: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:876:10:876:10: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:876:43:876:43: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:876:44:876:44: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:876:45:876:45: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:876:52:876:52: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:877:10:877:10: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:877:42:877:42: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:877:43:877:43: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:877:44:877:44: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:877:51:877:51: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:878:10:878:10: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:878:50:878:50: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:878:51:878:51: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:878:52:878:52: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:878:59:878:59: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:879:10:879:10: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:879:27:879:27: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:879:28:879:28: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:879:29:879:29: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:879:36:879:36: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:880:10:880:10: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:880:33:880:33: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:880:34:880:34: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:880:35:880:35: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:880:42:880:42: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:881:10:881:10: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:881:40:881:40: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:881:41:881:41: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:881:42:881:42: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:881:49:881:49: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:882:10:882:10: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:882:41:882:41: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:882:42:882:42: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:882:43:882:43: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:882:51:882:51: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:883:10:883:10: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:883:29:883:29: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:883:30:883:30: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:883:31:883:31: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:883:39:883:39: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:884:10:884:10: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:884:45:884:45: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:884:46:884:46: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:884:47:884:47: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:884:53:884:53: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:885:10:885:10: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:885:36:885:36: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:885:37:885:37: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:885:38:885:38: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:885:46:885:46: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:886:10:886:10: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:886:28:886:28: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:886:29:886:29: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:886:30:886:30: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:886:38:886:38: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:887:10:887:10: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:887:51:887:51: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:887:52:887:52: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:887:53:887:53: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:887:61:887:61: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:888:10:888:10: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:888:37:888:37: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:888:38:888:38: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:888:39:888:39: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:888:47:888:47: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:889:10:889:10: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:889:44:889:44: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:889:45:889:45: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:889:46:889:46: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:889:53:889:53: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:890:10:890:10: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:890:37:890:37: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:890:38:890:38: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:890:39:890:39: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:890:46:890:46: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:891:10:891:10: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:891:43:891:43: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:891:44:891:44: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:891:45:891:45: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:891:52:891:52: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:892:10:892:10: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:892:39:892:39: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:892:40:892:40: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:892:41:892:41: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:892:48:892:48: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:893:10:893:10: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:893:46:893:46: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:893:47:893:47: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:893:48:893:48: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:893:55:893:55: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:894:10:894:10: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:894:38:894:38: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:894:39:894:39: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:894:40:894:40: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:894:47:894:47: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:895:10:895:10: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:895:45:895:45: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:895:46:895:46: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:895:47:895:47: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:895:54:895:54: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:896:10:896:10: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:896:40:896:40: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:896:41:896:41: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:896:42:896:42: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:896:48:896:48: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:897:10:897:10: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:897:40:897:40: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:897:41:897:41: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:897:42:897:42: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:897:49:897:49: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:898:10:898:10: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:898:54:898:54: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:898:55:898:55: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:898:56:898:56: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:898:63:898:63: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:899:10:899:10: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:899:54:899:54: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:899:55:899:55: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:899:56:899:56: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:899:62:899:62: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:900:10:900:10: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:900:47:900:47: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:900:48:900:48: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:900:49:900:49: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:900:56:900:56: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:901:10:901:10: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:901:31:901:31: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:901:32:901:32: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:901:33:901:33: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:901:40:901:40: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:902:10:902:10: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:902:24:902:24: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:902:25:902:25: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:902:26:902:26: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:902:33:902:33: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:903:10:903:10: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:903:26:903:26: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:903:27:903:27: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:903:28:903:28: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:903:36:903:36: s204 missing stylistic whitespaces
